Project_ID,Length_km,Voltage_kV,Terrain,Estimated_Cost,Actual_Cost,Planned_Duration,Actual_Duration,Weather_Risk,Contractor_Experience,Material_Cost_Index,Labor_Availability
P01525,193,765,Forest,246132900.0,342520359.37,27,37,Medium,14,1.09,87
P01526,264,220,Hilly,138600000.0,189437411.95,22,30,High,9,1.25,92
P01527,82,220,Desert,36621200.0,54927833.05,13,19,Medium,6,1.16,91
P01528,309,220,Forest,202456800.0,293575421.76,27,39,Low,4,1.44,93
P01529,112,400,Plain,69888000.0,97548332.15,18,25,Medium,13,1.04,62
P01530,182,765,Hilly,251596800.0,296346929.46,21,24,Medium,9,1.28,93
P01531,62,132,Forest,19666400.0,25459774.63,12,15,Medium,14,1.22,66
P01532,83,765,Plain,101592000.0,102143029.32,25,25,Low,7,1.36,68
P01533,215,400,Plain,148350000.0,163680031.79,13,14,Low,17,1.15,81
P01534,44,220,Desert,25240600.0,33050573.75,12,15,Low,11,1.49,65
P01535,146,765,Desert,148876200.0,166942910.26,29,32,Low,17,1.03,88
P01536,202,400,Forest,214281600.0,258370306.18,24,28,Medium,4,1.36,82
P01537,157,765,Forest,257166000.0,321564272.01,20,25,Low,8,1.4,77
P01538,331,400,Desert,279628800.0,334609853.72,9,10,Medium,13,1.28,78
P01539,57,400,Forest,50684400.0,55906268.49,15,16,Medium,17,1.14,88
P01540,318,765,Forest,520884000.0,668231853.55,10,12,Low,18,1.4,93
P01541,260,400,Hilly,220896000.0,238837756.77,28,30,Medium,9,1.18,75
P01542,181,765,Plain,184077000.0,258360355.05,19,26,High,6,1.13,73
P01543,255,132,Forest,68289000.0,84447307.34,13,16,Low,13,1.03,66
P01544,173,132,Desert,38060000.0,40573594.64,11,11,Medium,9,1.0,82
P01545,259,765,Desert,266666400.0,323154019.49,8,9,Medium,15,1.04,60
P01546,109,765,Forest,128805300.0,173705788.75,24,32,Low,13,1.01,84
P01547,169,220,Forest,79970800.0,135614296.6,24,40,Medium,6,1.04,61
P01548,259,220,Forest,175589050.0,209374695.38,28,33,Low,11,1.49,63
P01549,88,765,Plain,81576000.0,94004315.41,16,18,Low,7,1.03,85
P01550,292,765,Plain,386316000.0,624944248.19,19,30,High,6,1.47,84
P01551,189,132,Desert,59875200.0,52958676.14,9,7,Low,16,1.44,92
P01552,225,400,Hilly,241380000.0,283615268.44,30,35,Low,8,1.49,76
P01553,247,765,Hilly,384134400.0,555022617.75,30,43,Medium,12,1.44,90
P01554,283,765,Forest,357598800.0,474446367.16,16,21,Low,12,1.08,95
P01555,127,220,Hilly,63474600.0,74403648.3,27,31,Medium,8,1.19,64
P01556,131,765,Forest,199251000.0,251383659.12,25,31,Medium,7,1.3,95
P01557,167,765,Hilly,185770800.0,274779257.19,14,20,High,12,1.03,55
P01558,140,132,Desert,38808000.0,49783449.32,28,35,Medium,6,1.26,73
P01559,293,765,Hilly,316440000.0,509454104.3,8,12,Low,4,1.0,59
P01560,252,132,Forest,67485600.0,68272027.54,30,30,Low,11,1.03,79
P01561,184,220,Desert,90675200.0,124642453.9,19,26,High,3,1.28,77
P01562,90,400,Hilly,76464000.0,83162287.46,10,10,Low,16,1.18,83
P01563,116,132,Hilly,36470400.0,53675511.06,27,39,Medium,6,1.31,68
P01564,71,220,Desert,37175600.0,48902179.62,12,15,Medium,14,1.36,77
P01565,123,400,Forest,137194200.0,192901440.21,23,32,Medium,18,1.43,85
P01566,254,220,Plain,109347000.0,143234913.55,26,34,Low,4,1.23,79
P01567,302,400,Forest,263827200.0,342540908.69,21,27,Medium,9,1.12,62
P01568,213,400,Forest,206013600.0,294193185.28,18,25,Medium,5,1.24,74
P01569,44,220,Plain,22484000.0,32665187.78,27,39,High,5,1.46,87
P01570,223,765,Desert,260508600.0,350133325.3,28,37,Low,4,1.18,89
P01571,138,765,Desert,204930000.0,243184051.71,24,28,Low,8,1.5,80
P01572,332,220,Plain,144088000.0,173901846.06,20,24,High,11,1.24,79
P01573,100,400,Plain,63600000.0,84311194.59,29,38,Medium,12,1.06,63
P01574,82,220,Forest,52607100.0,71823081.81,20,27,Low,8,1.41,88
P01575,281,765,Desert,375556500.0,477131281.5,29,36,High,16,1.35,71
P01576,302,400,Hilly,326160000.0,515840956.06,16,25,High,17,1.5,93
P01577,341,400,Plain,276210000.0,325155732.18,15,17,Low,9,1.35,74
P01578,262,400,Plain,223224000.0,385285589.27,24,41,High,6,1.42,57
P01579,146,220,Plain,61831000.0,68830516.04,20,22,Low,14,1.21,78
P01580,328,132,Plain,80688000.0,101959252.04,12,15,High,4,1.23,68
P01581,171,765,Forest,206072100.0,303156888.93,26,38,Low,11,1.03,61
P01582,168,132,Forest,50232000.0,86956401.29,18,31,High,5,1.15,66
P01583,261,132,Forest,98397000.0,136083313.34,30,41,High,10,1.45,78
P01584,40,400,Forest,37128000.0,66056166.36,29,51,Medium,5,1.19,58
P01585,293,765,Plain,361269000.0,329297789.58,20,18,Low,13,1.37,86
P01586,32,220,Forest,17180800.0,23310153.16,9,12,High,7,1.18,72
P01587,163,765,Desert,172665900.0,179281133.24,25,25,Low,10,1.07,62
P01588,75,400,Forest,80730000.0,134824615.42,19,31,High,14,1.38,63
P01589,275,132,Desert,85305000.0,105730214.37,27,33,Medium,18,1.41,59
P01590,338,765,Forest,403369200.0,493511456.37,28,34,Medium,8,1.02,92
P01591,285,400,Plain,218880000.0,250419536.26,28,32,High,15,1.28,66
P01592,46,400,Hilly,34776000.0,64357709.48,16,29,High,5,1.05,67
P01593,176,132,Hilly,44774400.0,54758520.02,10,12,Low,5,1.06,95
P01594,43,400,Hilly,33436800.0,37726134.88,22,24,Low,8,1.08,56
P01595,276,765,Forest,332607600.0,495903273.87,20,29,Medium,7,1.03,72
P01596,289,132,Plain,71672000.0,79234492.32,20,22,Medium,10,1.24,90
P01597,38,765,Desert,47025000.0,48356802.29,10,10,High,11,1.25,82
P01598,108,132,Desert,30888000.0,45655251.87,25,36,Medium,4,1.3,86
P01599,227,400,Hilly,215740800.0,269033152.7,11,13,High,10,1.32,75
P01600,93,220,Forest,45277050.0,72540305.11,23,36,High,15,1.07,61
P01601,267,765,Plain,336420000.0,367251221.4,29,31,Medium,17,1.4,73
P01602,157,400,Plain,108330000.0,140373100.98,29,37,Medium,14,1.15,57
P01603,305,765,Hilly,398574000.0,482967550.44,25,30,High,14,1.21,73
P01604,42,400,Desert,34372800.0,34604234.78,9,9,Low,17,1.24,55
P01605,138,132,Hilly,47030400.0,55639592.57,15,17,Low,17,1.42,62
P01606,252,220,Hilly,135475200.0,188293240.17,30,41,Medium,14,1.28,95
P01607,58,400,Hilly,56376000.0,81631094.05,8,11,Medium,8,1.35,94
P01608,65,220,Forest,39926250.0,58795218.53,30,44,High,18,1.35,67
P01609,332,132,Plain,79016000.0,84030919.83,10,10,Medium,16,1.19,78
P01610,333,220,Hilly,206992800.0,295303304.17,29,41,Low,14,1.48,55
P01611,302,400,Forest,322717200.0,372504814.69,9,10,Low,10,1.37,77
P01612,75,400,Forest,80730000.0,113862185.74,11,15,High,9,1.38,72
P01613,91,765,Hilly,110073600.0,113667113.22,20,20,Low,13,1.12,72
P01614,153,220,Hilly,64902600.0,75944631.37,11,12,Low,12,1.01,82
P01615,92,765,Forest,131320800.0,190379891.5,28,40,Medium,15,1.22,64
P01616,115,220,Forest,71685250.0,101731033.87,14,19,Medium,4,1.37,71
P01617,223,132,Desert,55437800.0,50109129.2,28,25,Low,10,1.13,89
P01618,305,400,Plain,193980000.0,252709202.52,16,20,Medium,14,1.06,74
P01619,172,220,Plain,79464000.0,89247215.5,19,21,Low,8,1.32,69
P01620,263,220,Plain,129790500.0,154318389.64,14,16,Low,12,1.41,70
P01621,251,132,Hilly,69276000.0,91195184.07,26,34,High,14,1.15,66
P01622,171,132,Plain,42750000.0,61478406.36,22,31,High,17,1.25,62
P01623,198,220,Desert,112058100.0,146371394.36,27,35,High,5,1.47,93
P01624,227,220,Forest,115679200.0,168949946.27,18,26,Medium,8,1.12,73
P01625,207,220,Forest,117731250.0,137963569.82,23,26,Low,17,1.25,75
P01626,91,400,Hilly,94348800.0,131166548.97,30,41,High,3,1.44,92
P01627,319,220,Hilly,184892400.0,263314522.21,13,18,Low,9,1.38,60
P01628,157,765,Hilly,215341200.0,288380357.41,9,12,Medium,9,1.27,63
P01629,291,400,Forest,251947800.0,386808795.62,23,35,Medium,4,1.11,65
P01630,110,220,Plain,51205000.0,82358717.49,14,22,Medium,3,1.33,58
P01631,160,765,Plain,207360000.0,227985518.34,20,21,Medium,5,1.44,88
P01632,244,765,Plain,322812000.0,342370092.73,19,20,Low,7,1.47,58
P01633,104,220,Desert,55255200.0,69556331.08,20,25,Medium,4,1.38,93
P01634,330,765,Desert,424710000.0,465396016.97,19,20,Medium,15,1.3,63
P01635,92,220,Plain,42182000.0,55610678.28,15,19,High,16,1.31,88
P01636,285,765,Hilly,397062000.0,686267907.1,15,25,High,6,1.29,90
P01637,149,220,Desert,60233250.0,78071997.18,9,11,Medium,13,1.05,81
P01638,281,400,Desert,248516400.0,271104303.51,29,31,Medium,18,1.34,77
P01639,115,765,Plain,115920000.0,151917289.47,11,14,Low,6,1.12,84
P01640,296,132,Plain,87024000.0,104011395.13,19,22,Low,6,1.47,75
P01641,38,132,Hilly,11764800.0,17149328.18,19,27,High,12,1.29,83
P01642,197,765,Plain,223398000.0,307735240.34,27,37,High,5,1.26,71
P01643,198,220,Hilly,99792000.0,130715637.23,13,17,High,15,1.2,71
P01644,281,132,Plain,76432000.0,73967297.18,14,13,Low,11,1.36,59
P01645,276,400,Plain,178848000.0,219591638.89,8,9,High,16,1.08,84
P01646,339,220,Forest,165042150.0,195182050.63,25,29,Medium,14,1.07,63
P01647,94,400,Desert,67003200.0,74627975.78,12,13,High,16,1.08,91
P01648,97,132,Plain,23862000.0,33043667.15,13,18,Medium,12,1.23,60
P01649,163,220,Forest,108280900.0,166329082.3,20,30,High,11,1.46,55
P01650,267,220,Plain,99991500.0,102201561.39,21,21,Medium,8,1.07,73
P01651,84,220,Plain,41748000.0,52376724.55,11,13,High,4,1.42,75
P01652,52,132,Hilly,14102400.0,19957665.6,27,38,High,3,1.13,91
P01653,243,765,Plain,231822000.0,295076708.34,20,25,Medium,14,1.06,83
P01654,33,132,Desert,7405200.0,8995537.84,25,30,Medium,9,1.02,58
P01655,329,220,Forest,167658400.0,247228448.39,21,30,High,12,1.12,80
P01656,40,220,Plain,15680000.0,17238319.86,15,16,Medium,8,1.12,89
P01657,104,765,Desert,122522400.0,131207774.69,10,10,Medium,14,1.19,76
P01658,110,400,Plain,97020000.0,115013592.73,23,27,High,8,1.47,63
P01659,168,765,Desert,181288800.0,194561725.26,29,31,Medium,6,1.09,78
P01660,60,220,Desert,25641000.0,26906866.62,19,19,Low,9,1.11,62
P01661,43,220,Plain,18361000.0,20807527.08,16,18,High,16,1.22,92
P01662,56,220,Hilly,27753600.0,31421605.63,17,19,Low,17,1.18,86
P01663,300,220,Forest,171990000.0,240143049.96,21,29,Low,10,1.26,61
P01664,149,220,Desert,83179250.0,122092015.58,13,19,High,11,1.45,58
P01665,109,400,Hilly,89467200.0,153036247.13,22,37,High,17,1.14,68
P01666,341,765,Hilly,522957600.0,556840674.64,24,25,Medium,10,1.42,73
P01667,301,400,Desert,200646600.0,202502424.14,28,28,Medium,11,1.01,83
P01668,55,400,Desert,48642000.0,64304616.76,17,22,Medium,18,1.34,61
P01669,38,765,Plain,37278000.0,46578229.55,23,28,Medium,6,1.09,85
P01670,199,400,Desert,182562600.0,182994635.04,29,29,Medium,7,1.39,74
P01671,104,400,Desert,85113600.0,87972715.98,16,16,Medium,11,1.24,71
P01672,264,220,Hilly,138600000.0,181676381.71,26,34,Low,14,1.25,82
P01673,78,220,Forest,48976200.0,53910334.51,13,14,Low,7,1.38,62
P01674,197,220,Forest,115629150.0,171194643.21,24,35,High,6,1.29,80
P01675,193,400,Forest,204734400.0,323711705.71,27,42,High,16,1.36,87
P01676,154,220,Plain,78694000.0,98864654.53,30,37,High,14,1.46,64
P01677,259,220,Forest,129629500.0,171286518.19,29,38,Medium,3,1.1,57
P01678,113,400,Hilly,82987200.0,113240458.65,16,21,Low,10,1.02,88
P01679,326,400,Forest,272079600.0,400264163.26,15,22,Medium,8,1.07,56
P01680,161,132,Hilly,50232000.0,81819294.98,14,22,Medium,4,1.3,70
P01681,127,132,Hilly,45110400.0,68803165.61,11,16,Medium,4,1.48,74
P01682,157,220,Hilly,65940000.0,79206119.95,16,19,Medium,13,1.0,92
P01683,247,220,Hilly,132787200.0,187795488.09,13,18,Medium,17,1.28,86
P01684,240,400,Forest,196560000.0,299828204.76,15,22,High,14,1.05,65
P01685,344,400,Hilly,265017600.0,366584052.04,16,22,Medium,17,1.07,91
P01686,261,132,Plain,64206000.0,95888096.53,20,29,Medium,6,1.23,87
P01687,271,132,Forest,87370400.0,107563835.77,12,14,Medium,13,1.24,86
P01688,207,220,Plain,78970500.0,105449330.71,24,32,Medium,11,1.09,63
P01689,115,765,Hilly,132894000.0,167511532.07,29,36,High,8,1.07,68
P01690,106,400,Forest,99216000.0,150350429.9,12,18,Medium,18,1.2,67
P01691,222,220,Hilly,137062800.0,162318494.34,19,22,Medium,9,1.47,65
P01692,100,132,Forest,35100000.0,44937048.42,9,11,Medium,16,1.35,61
P01693,159,765,Desert,171576900.0,220862373.36,11,14,Low,4,1.09,56
P01694,126,765,Desert,182120400.0,194022941.34,11,11,Medium,12,1.46,73
P01695,179,220,Plain,67035500.0,80214459.47,12,14,Medium,17,1.07,81
P01696,82,220,Desert,46407900.0,59138198.18,16,20,High,8,1.47,95
P01697,85,132,Plain,25160000.0,28974989.3,26,29,High,5,1.48,90
P01698,46,765,Plain,55062000.0,58812606.85,10,10,Low,7,1.33,74
P01699,129,220,Forest,69260100.0,96802111.11,24,33,High,17,1.18,70
P01700,134,220,Forest,79261000.0,117330660.26,28,41,Low,12,1.3,68
P01701,270,400,Forest,223236000.0,303172445.08,10,13,Medium,16,1.06,89
P01702,117,132,Desert,37065600.0,50053534.04,16,21,High,11,1.44,78
P01703,65,765,Desert,95238000.0,106233321.57,9,10,Medium,3,1.48,92
P01704,73,220,Desert,29229200.0,41490477.76,12,17,Medium,12,1.04,63
P01705,141,765,Forest,179817300.0,210737932.63,14,16,Medium,9,1.09,63
P01706,155,400,Hilly,140616000.0,156831599.43,26,28,Low,6,1.26,77
P01707,267,400,Hilly,217231200.0,240666191.79,10,11,Low,16,1.13,88
P01708,124,220,Plain,58156000.0,59827441.09,23,23,Low,17,1.34,95
P01709,290,132,Hilly,103008000.0,132615718.11,15,19,Medium,6,1.48,55
P01710,104,400,Forest,107078400.0,125292635.77,25,29,Low,4,1.32,75
P01711,112,400,Hilly,116121600.0,132617403.7,30,34,Medium,17,1.44,92
P01712,109,765,Forest,167064300.0,243197508.79,24,34,High,17,1.31,79
P01713,60,765,Plain,57240000.0,85094225.53,18,26,High,16,1.06,62
P01714,300,132,Forest,99060000.0,127932705.19,13,16,High,18,1.27,64
P01715,265,400,Plain,230550000.0,294286195.44,15,19,High,7,1.45,58
P01716,191,132,Plain,45458000.0,47731605.42,15,15,High,17,1.19,94
P01717,336,765,Desert,419126400.0,512532700.58,27,33,Low,18,1.26,61
P01718,108,765,Plain,102060000.0,106627641.79,29,30,Low,18,1.05,66
P01719,179,400,Forest,184298400.0,250816005.6,21,28,High,5,1.32,56
P01720,207,765,Desert,217225800.0,278115803.65,11,14,High,10,1.06,89
P01721,325,132,Plain,96200000.0,97678471.68,21,21,Low,11,1.48,76
P01722,63,220,Desert,35412300.0,39773595.5,26,29,Low,14,1.46,70
P01723,149,400,Plain,115326000.0,146996718.22,12,15,Medium,6,1.29,67
P01724,263,220,Desert,135681700.0,167589321.89,22,27,Medium,13,1.34,75
P01725,107,400,Hilly,92448000.0,118882046.69,13,16,Medium,3,1.2,69
P01726,91,765,Plain,84357000.0,100968331.12,9,10,High,7,1.03,88
P01727,117,765,Forest,151947900.0,223240381.26,29,42,Low,3,1.11,73
P01728,337,765,Hilly,447670800.0,601632083.17,13,17,Low,11,1.23,87
P01729,321,220,Forest,179647650.0,220693427.31,10,12,High,18,1.23,93
P01730,67,220,Hilly,37144800.0,49309444.28,25,33,Low,11,1.32,57
P01731,47,765,Hilly,58881600.0,80896374.42,9,12,Low,14,1.16,84
P01732,77,220,Plain,28028000.0,37021617.58,14,18,High,4,1.04,79
P01733,46,220,Forest,29092700.0,38061721.4,10,13,Low,9,1.39,72
P01734,79,132,Plain,15958000.0,22958772.09,14,20,Medium,15,1.01,60
P01735,228,132,Desert,57684000.0,77468615.24,10,13,High,10,1.15,55
P01736,221,400,Hilly,202082400.0,263785563.03,24,31,Low,18,1.27,87
P01737,300,220,Plain,117600000.0,135638095.93,16,18,Low,15,1.12,56
P01738,167,765,Hilly,209217600.0,293056883.92,30,42,Low,4,1.16,79
P01739,323,765,Hilly,383724000.0,471535433.63,21,25,Medium,4,1.1,72
P01740,264,765,Hilly,364953600.0,619563468.55,21,35,High,11,1.28,69
P01741,234,765,Plain,263250000.0,299207561.88,22,25,Low,3,1.25,58
P01742,173,400,Forest,168675000.0,188458622.69,25,27,Low,12,1.25,77
P01743,220,132,Forest,66924000.0,97977084.5,22,32,Low,8,1.17,67
P01744,182,220,Desert,97397300.0,109674116.57,20,22,High,14,1.39,67
P01745,67,400,Desert,47315400.0,64331178.81,23,31,Low,5,1.07,80
P01746,256,400,Hilly,193536000.0,337895301.29,17,29,Medium,5,1.05,58
P01747,188,132,Plain,41360000.0,54373285.53,24,31,Medium,14,1.1,70
P01748,86,400,Plain,61404000.0,68333931.58,12,13,Low,3,1.19,70
P01749,85,765,Plain,100980000.0,119263766.41,28,33,High,17,1.32,75
P01750,219,765,Hilly,262537200.0,421129979.62,9,14,Medium,15,1.11,57
P01751,104,220,Forest,58676800.0,78127656.02,23,30,High,9,1.24,84
P01752,224,765,Plain,225792000.0,223829532.91,22,21,Low,3,1.12,74
P01753,118,132,Hilly,41913600.0,60259495.11,17,24,High,5,1.48,56
P01754,54,400,Hilly,53265600.0,59581261.29,10,11,Low,16,1.37,55
P01755,282,400,Plain,240264000.0,273866233.95,27,30,Low,13,1.42,71
P01756,343,765,Forest,509663700.0,648665819.49,15,19,Medium,16,1.27,82
P01757,86,765,Forest,126781200.0,162399460.75,15,19,High,15,1.26,82
P01758,159,220,Forest,99112650.0,122902813.67,26,32,Medium,11,1.37,65
P01759,207,132,Desert,51004800.0,52047877.55,12,12,Low,8,1.12,55
P01760,331,132,Plain,94004000.0,86605826.82,25,23,Low,15,1.42,92
P01761,57,400,Hilly,46785600.0,80805007.57,22,37,High,3,1.14,94
P01762,241,220,Forest,152420450.0,178066212.24,26,30,Low,9,1.39,85
P01763,97,220,Desert,46681250.0,46869237.11,17,17,Low,12,1.25,66
P01764,283,400,Hilly,220060800.0,300452889.93,24,32,Low,16,1.08,67
P01765,49,765,Hilly,68266800.0,106248435.97,14,21,Low,6,1.29,87
P01766,58,220,Hilly,33373200.0,50533668.15,21,31,Low,4,1.37,74
P01767,58,220,Desert,32155200.0,32773512.11,24,24,Low,17,1.44,72
P01768,50,132,Hilly,12480000.0,17182451.71,24,33,High,13,1.04,69
P01769,322,765,Forest,561342600.0,912926947.21,10,16,High,10,1.49,62
P01770,153,220,Plain,78183000.0,71358461.91,13,11,Low,11,1.46,89
P01771,182,400,Plain,134316000.0,158046923.1,20,23,High,15,1.23,62
P01772,145,765,Forest,200187000.0,315826568.1,25,39,Low,5,1.18,55
P01773,45,220,Hilly,23436000.0,29408036.65,16,20,Medium,7,1.24,78
P01774,64,220,Plain,32704000.0,37437988.1,11,12,Low,15,1.46,82
P01775,52,220,Plain,24024000.0,31808000.75,15,19,High,12,1.32,65
P01776,34,765,Forest,54896400.0,78757120.82,10,14,High,17,1.38,84
P01777,63,765,Desert,93555000.0,121140892.0,22,28,Medium,13,1.5,68
P01778,299,132,Hilly,98311200.0,125343969.69,26,33,Low,11,1.37,55
P01779,271,765,Forest,431215200.0,693890650.07,14,22,High,6,1.36,77
P01780,237,132,Desert,71431800.0,67660747.2,29,27,Medium,15,1.37,72
P01781,86,220,Plain,42441000.0,46647558.94,22,24,Medium,16,1.41,82
P01782,72,132,Plain,15408000.0,17796466.0,15,17,Low,12,1.07,55
P01783,330,132,Desert,76956000.0,86130986.6,15,16,High,15,1.06,89
P01784,66,220,Hilly,34372800.0,37839890.87,24,26,Low,12,1.24,75
P01785,347,765,Hilly,400993200.0,644346856.31,16,25,High,10,1.07,55
P01786,210,220,Hilly,92610000.0,132628620.97,10,14,Medium,15,1.05,76
P01787,332,400,Desert,256370400.0,315372328.48,13,15,High,12,1.17,55
P01788,310,132,Hilly,87048000.0,146279149.49,18,30,High,18,1.17,68
P01789,268,400,Hilly,283651200.0,388994858.04,18,24,Medium,10,1.47,81
P01790,315,220,Plain,127890000.0,161592401.67,26,32,Medium,11,1.16,64
P01791,186,220,Forest,122713500.0,143071666.47,11,12,Low,11,1.45,85
P01792,172,132,Plain,45064000.0,65947179.15,24,35,Low,5,1.31,61
P01793,248,220,Desert,104073200.0,146414052.33,22,30,High,11,1.09,60
P01794,301,400,Forest,267649200.0,308126539.22,16,18,Low,15,1.14,64
P01795,321,220,Plain,164031000.0,159257196.44,16,15,Low,11,1.46,71
P01796,171,220,Plain,61645500.0,53032637.46,25,21,Low,16,1.03,74
P01797,68,132,Hilly,23990400.0,35318798.05,10,14,High,17,1.47,67
P01798,138,400,Hilly,115257600.0,183852165.15,15,23,Medium,18,1.16,67
P01799,267,765,Forest,356124600.0,539170697.42,25,37,High,16,1.14,67
P01800,65,132,Hilly,15912000.0,22816389.94,10,14,Medium,10,1.02,93
P01801,105,765,Hilly,163296000.0,256926938.06,24,37,High,15,1.44,92
P01802,221,220,Desert,126776650.0,165429747.73,19,24,High,4,1.49,58
P01803,102,132,Desert,30069600.0,32026293.15,11,11,Low,3,1.34,80
P01804,336,400,Desert,263894400.0,272020823.9,13,13,Low,11,1.19,83
P01805,80,220,Forest,50232000.0,74698616.96,17,25,High,13,1.38,90
P01806,36,765,Desert,40629600.0,47793777.92,11,12,Medium,9,1.14,73
P01807,93,765,Desert,103118400.0,95024189.08,13,11,Low,12,1.12,80
P01808,128,132,Plain,31488000.0,27543559.34,10,8,Low,16,1.23,71
P01809,232,400,Forest,267820800.0,375093259.54,24,33,High,10,1.48,87
P01810,254,220,Hilly,113080800.0,149512735.1,26,34,Medium,15,1.06,88
P01811,205,765,Plain,250920000.0,256700769.89,10,10,Low,4,1.36,70
P01812,296,220,Forest,140067200.0,198315959.53,25,35,Low,4,1.04,94
P01813,214,220,Forest,138265400.0,167753991.11,24,29,Medium,15,1.42,57
P01814,68,400,Hilly,73440000.0,119511221.46,30,48,High,10,1.5,63
P01815,249,765,Plain,286848000.0,373136747.3,10,13,Medium,11,1.28,73
P01816,205,220,Desert,101024000.0,104229719.94,24,24,Low,12,1.28,73
P01817,319,220,Hilly,167475000.0,187733808.47,22,24,Low,3,1.25,89
P01818,39,765,Plain,37557000.0,45596560.45,13,15,Low,12,1.07,69
P01819,138,220,Plain,48783000.0,51476044.39,28,29,Low,3,1.01,91
P01820,276,400,Hilly,252374400.0,286012731.93,14,15,Low,12,1.27,71
P01821,100,132,Desert,24860000.0,34400758.1,23,31,High,16,1.13,69
P01822,232,400,Plain,194880000.0,255452951.71,25,32,Low,4,1.4,94
P01823,345,220,Desert,132825000.0,166579390.0,27,33,High,12,1.0,67
P01824,266,132,Forest,85066800.0,126553372.99,15,22,High,12,1.23,66
P01825,347,132,Desert,95425000.0,112731557.82,23,27,Low,11,1.25,86
P01826,153,132,Forest,54498600.0,76425706.93,13,18,High,13,1.37,92
P01827,114,132,Plain,26904000.0,34321652.51,19,24,High,15,1.18,66
P01828,292,765,Desert,341114400.0,472989280.4,27,37,Medium,14,1.18,68
P01829,174,220,Hilly,92811600.0,119788568.6,10,12,Medium,16,1.27,66
P01830,184,400,Desert,146942400.0,151563883.81,29,29,Medium,14,1.21,92
P01831,283,400,Desert,212929200.0,223132392.4,17,17,High,15,1.14,73
P01832,200,400,Desert,192720000.0,228134070.78,11,13,Medium,9,1.46,84
P01833,39,765,Plain,35451000.0,37696384.63,15,15,Medium,11,1.01,94
P01834,37,220,Forest,25084150.0,39368083.27,29,45,Medium,3,1.49,78
P01835,292,220,Hilly,150847200.0,184727999.18,17,20,Medium,3,1.23,73
P01836,61,765,Forest,80648100.0,121010774.58,8,12,Medium,3,1.13,61
P01837,336,765,Hilly,511660800.0,608422028.92,18,21,High,17,1.41,94
P01838,269,220,Plain,95091500.0,84303437.28,28,24,Low,16,1.01,85
P01839,47,765,Desert,64676700.0,78199501.63,27,32,Medium,18,1.39,63
P01840,93,220,Hilly,48434400.0,66747988.34,20,27,High,17,1.24,90
P01841,242,400,Hilly,189921600.0,283373786.95,10,14,High,10,1.09,88
